,compute_version,gpu_id,max_clock_rate,num_of_cores,L2,bus,memory_clock,bandwith,GM,num_sm,num_cores_sm,theoretical_flops,AppId,duration,grid_x,grid_y,block_x,block_y,registers,smem,cmem,number_of_lines_kernel,occupancy
5455,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,3.127545,112.0,112.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5456,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,4.062271,120.0,120.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5457,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,4.54492,128.0,128.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5458,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,5.945849,136.0,136.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5459,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,6.785851,144.0,144.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5460,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,8.140954,152.0,152.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5461,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,9.570457,160.0,160.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5462,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,11.112396,168.0,168.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5463,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,13.07486,176.0,176.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5464,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,15.087711,184.0,184.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5465,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,17.322848,192.0,192.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5466,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,20.045864,200.0,200.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5467,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,23.127943,208.0,208.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5468,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,26.687382,216.0,216.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5469,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,29.907216,224.0,224.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5470,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,35.206136,232.0,232.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5471,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,41.289705,240.0,240.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5472,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,46.868194,248.0,248.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5473,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,1.0,71.951567,256.0,256.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5474,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,1.0,0.001129202,8.0,8.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5502,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,1.0,37.925397,232.0,232.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1299,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,8.381259,112.0,112.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5503,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,1.0,43.856033,240.0,240.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5505,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,1.0,74.054508,256.0,256.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1322,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,0.419294,40.0,40.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1321,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,0.245711,32.0,32.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1320,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,0.105484,24.0,24.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1319,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,0.032165,16.0,16.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1318,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,0.004250236,8.0,8.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1317,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,100.012443,256.0,256.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1316,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,90.935993,248.0,248.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1315,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,82.428789,240.0,240.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1314,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,74.44235,232.0,232.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1313,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,67.002544,224.0,224.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1323,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,0.733805,48.0,48.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1312,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,60.081808,216.0,216.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1310,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,47.694513,200.0,200.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1309,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,42.196769,192.0,192.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1308,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,37.141318,184.0,184.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1307,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,32.504602,176.0,176.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1306,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,28.270978,168.0,168.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1305,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,24.427619,160.0,160.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1304,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,20.942001,152.0,152.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1303,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,17.805582,144.0,144.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1302,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,15.001194,136.0,136.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1301,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,12.507211,128.0,128.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1311,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,53.64868,208.0,208.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1324,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,1.14126,56.0,56.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1325,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,1.707923,64.0,64.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1326,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,2.428952,72.0,72.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1349,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,108.925636,256.0,256.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1348,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,98.900377,248.0,248.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1347,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,90.574895,240.0,240.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1346,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,80.963569,232.0,232.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1345,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,72.990159,224.0,224.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1344,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,65.423217,216.0,216.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1343,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,58.454775,208.0,208.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1342,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,51.895322,200.0,200.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1341,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,46.349387,192.0,192.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1340,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,40.398431,184.0,184.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1339,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,35.412134,176.0,176.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1338,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,30.783217,168.0,168.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1337,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,26.6372,160.0,160.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1336,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,22.788855,152.0,152.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1335,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,19.503694,144.0,144.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1334,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,16.321835,136.0,136.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1333,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,13.620584,128.0,128.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1332,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,11.226334,120.0,120.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1331,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,9.133598,112.0,112.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1330,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,7.302594,104.0,104.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1329,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,5.793514,96.0,96.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1328,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,4.424844,88.0,88.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1327,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,3.336814,80.0,80.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
5504,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,1.0,50.137013,248.0,248.0,32.0,32.0,32.0,0.0,348.0,6.0,100.0
1193,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,12.433633,320.0,320.0,16.0,16.0,32.0,0.0,348.0,6.0,100.0
1192,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,10.665041,304.0,304.0,16.0,16.0,32.0,0.0,348.0,6.0,100.0
1191,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,9.075157,288.0,288.0,16.0,16.0,32.0,0.0,348.0,6.0,100.0
1056,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,1.134609,352.0,352.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1055,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,0.850871,320.0,320.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1054,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,0.621636,288.0,288.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1053,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,0.43591,256.0,256.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1052,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,0.292017,224.0,224.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1051,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,0.183979,192.0,192.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1050,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,0.106411,160.0,160.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1049,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,0.054566,128.0,128.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1048,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,0.023032,96.0,96.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1047,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,0.006805682,64.0,64.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1057,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,1.476131,384.0,384.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1046,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,0.000903381,32.0,32.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1044,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,32.88361,992.0,992.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1043,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,29.793642,960.0,960.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1042,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,26.871616,928.0,928.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1041,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,24.192994,896.0,896.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1040,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,21.675667,864.0,864.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1039,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,19.360122,832.0,832.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1038,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,17.203943,800.0,800.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1037,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,15.229884,768.0,768.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1036,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,13.377934,736.0,736.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1035,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,11.697213,704.0,704.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1045,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,36.252925,1024.0,1024.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1058,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,1.874391,416.0,416.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1059,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,2.346185,448.0,448.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1060,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,2.884816,480.0,480.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1083,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,0.241972,192.0,192.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1082,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,0.157551,160.0,160.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1081,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,0.062596,128.0,128.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1080,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,0.026405,96.0,96.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1079,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,0.007807987,64.0,64.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1078,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,0.000999378,32.0,32.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1077,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,28.278112,1024.0,1024.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1076,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,25.726898,992.0,992.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1075,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,23.336395,960.0,960.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1074,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,21.036648,928.0,928.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1073,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,18.923453,896.0,896.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1072,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,16.962643,864.0,864.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1071,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,15.131915,832.0,832.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1070,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,13.446526,800.0,800.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1069,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,11.900265,768.0,768.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1068,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,10.458878,736.0,736.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1067,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,9.150409,704.0,704.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1066,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,7.955752,672.0,672.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1065,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,6.858503,640.0,640.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1064,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,5.885828,608.0,608.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1063,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,5.002268,576.0,576.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1062,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,4.209176,544.0,544.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1061,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,1.0,3.508421,512.0,512.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1034,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,10.179936,672.0,672.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1084,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,1.0,0.334934,224.0,224.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1033,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,8.773701,640.0,640.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1031,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,1.0,6.398388,576.0,576.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1003,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,1.0,9.784685,704.0,704.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1002,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,1.0,8.512002,672.0,672.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1001,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,1.0,7.347639,640.0,640.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
1000,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,1.0,6.295965,608.0,608.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
999,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,1.0,5.360071,576.0,576.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
998,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,1.0,4.508798,544.0,544.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
997,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,1.0,3.757629,512.0,512.0,8.0,8.0,32.0,0.0,348.0,6.0,50.0
